TimeStamp;X;Y
02.09.2014 12:44:58,859;5065518;1985372
02.09.2014 12:44:59,367;5065393;1985372
02.09.2014 12:44:59,879;5065512;1985354
02.09.2014 12:45:00,372;5114856;1993808
02.09.2014 12:45:00,882;5280062;2056319
02.09.2014 12:45:01,389;5559987;2128686
02.09.2014 12:45:01,905;5919456;2200988
02.09.2014 12:45:02,400;6360906;2273226
02.09.2014 12:45:02,910;6839625;2339796
02.09.2014 12:45:03,424;7321600;2411901
02.09.2014 12:45:03,933;7765987;2484040
02.09.2014 12:45:04,439;8245006;2556215
02.09.2014 12:45:04,951;8726431;2622779
02.09.2014 12:45:05,449;9169375;2694866
02.09.2014 12:45:05,950;9612587;2761093
02.09.2014 12:45:06,459;10092481;2832813
02.09.2014 12:45:06,975;10571887;2904575
02.09.2014 12:45:07,471;11015618;2970750
02.09.2014 12:45:07,981;11459056;3042436
02.09.2014 12:45:08,487;11937000;3114058
02.09.2014 12:45:09,003;12381075;3185406
02.09.2014 12:45:09,514;12862725;3256744
02.09.2014 12:45:10,019;13341250;3322337
02.09.2014 12:45:10,516;13784775;3393406
02.09.2014 12:45:11,026;14265100;3459093
02.09.2014 12:45:11,522;14708012;3529994
02.09.2014 12:45:12,050;15188431;3600691
02.09.2014 12:45:12,543;15630656;3665941
02.09.2014 12:45:13,055;16111375;3736505
02.09.2014 12:45:13,561;16554893;3806901
02.09.2014 12:45:14,078;17032912;3877180
02.09.2014 12:45:14,574;17514231;3942058
02.09.2014 12:45:15,084;17957500;4011906
02.09.2014 12:45:15,590;18436468;4081505
02.09.2014 12:45:16,099;18880200;4150715
02.09.2014 12:45:16,595;19323006;4214372
02.09.2014 12:45:17,109;19767518;4277604
02.09.2014 12:45:17,616;20092112;4359581
02.09.2014 12:45:18,127;20289981;4463720
02.09.2014 12:45:18,628;20393737;4490186
02.09.2014 12:45:19,151;20398843;4490005
02.09.2014 12:45:19,644;20401456;4489959
02.09.2014 12:45:20,157;20400031;4489959
02.09.2014 12:45:20,650;20398168;4489959
02.09.2014 12:45:21,164;20399406;4489959
02.09.2014 12:45:21,661;20399037;4489959
02.09.2014 12:45:22,181;20398868;4489959
02.09.2014 12:45:22,693;20399593;4489959
02.09.2014 12:45:23,198;20399056;4489959
02.09.2014 12:45:23,714;20399237;4489959
02.09.2014 12:45:24,218;20399218;4489959
02.09.2014 12:45:24,719;20399381;4489959
02.09.2014 12:45:25,224;20399400;4489959
02.09.2014 12:45:25,741;20399312;4489296
02.09.2014 12:45:26,231;20399306;4505715
02.09.2014 12:45:26,761;20399293;4528058
02.09.2014 12:45:27,254;20399625;4532953
02.09.2014 12:45:27,766;20399256;4554651
02.09.2014 12:45:28,259;20399018;4606098
02.09.2014 12:45:28,788;20399193;4610040
02.09.2014 12:45:29,281;20399287;4610029
02.09.2014 12:45:29,795;20399193;4610017
02.09.2014 12:45:30,294;20399568;4610017
02.09.2014 12:45:30,818;20399000;4610017
02.09.2014 12:45:31,306;20399518;4610017
02.09.2014 12:45:31,823;20399400;4610017
02.09.2014 12:45:32,331;20399275;4610017
02.09.2014 12:45:32,830;20399287;4610017
02.09.2014 12:45:33,336;20399287;4610017
02.09.2014 12:45:33,855;20399087;4610017
02.09.2014 12:45:34,362;20399087;4610017
02.09.2014 12:45:34,860;20399162;4610017
02.09.2014 12:45:35,367;20399393;4610017
02.09.2014 12:45:35,886;20399318;4610017
02.09.2014 12:45:36,376;20399400;4610017
02.09.2014 12:45:36,896;20399168;4610017
02.09.2014 12:45:37,392;20398881;4610017
02.09.2014 12:45:37,904;20398987;4610017
02.09.2014 12:45:38,402;20399406;4610017
02.09.2014 12:45:38,929;20399406;4610017
02.09.2014 12:45:39,424;20384631;4607877
02.09.2014 12:45:39,935;20268850;4550116
02.09.2014 12:45:40,431;20037906;4419267
02.09.2014 12:45:40,960;19692200;4286779
02.09.2014 12:45:41,450;19274668;4164517
02.09.2014 12:45:41,967;18793218;4022034
02.09.2014 12:45:42,463;18346550;3900081
02.09.2014 12:45:42,974;17868081;3767953
02.09.2014 12:45:43,469;17424037;3646122
02.09.2014 12:45:43,997;16943925;3514244
02.09.2014 12:45:44,493;16501925;3392470
02.09.2014 12:45:45,004;16020687;3250587
02.09.2014 12:45:45,500;15577750;3129308
02.09.2014 12:45:46,031;15061287;2997825
02.09.2014 12:45:46,518;14654887;2876633
02.09.2014 12:45:47,036;14174656;2745755
02.09.2014 12:45:47,529;13735443;2601930
02.09.2014 12:45:48,043;13352937;2361511
02.09.2014 12:45:48,549;13086025;2182697
02.09.2014 12:45:49,065;12934793;2111598
02.09.2014 12:45:49,560;12896918;2109744
02.09.2014 12:45:50,071;12898100;2109831
02.09.2014 12:45:50,583;12898293;2110081
02.09.2014 12:45:51,093;12898218;2110075
02.09.2014 12:45:51,583;12899068;2110063
02.09.2014 12:45:52,101;12899493;2110063
02.09.2014 12:45:52,608;12899900;2110063
02.09.2014 12:45:53,119;12899987;2110063
02.09.2014 12:45:53,659;12900018;2110063
02.09.2014 12:45:54,148;12900125;2110063
02.09.2014 12:45:54,652;12899906;2110063
02.09.2014 12:45:55,158;12899943;2110063
02.09.2014 12:45:55,662;12900150;2110063
02.09.2014 12:45:56,182;12900100;2110063
02.09.2014 12:45:56,669;12900000;2110063
02.09.2014 12:45:57,200;12900506;2110063
02.09.2014 12:45:57,688;12900218;2110063
02.09.2014 12:45:58,183;12900593;2110063
02.09.2014 12:45:58,701;12900493;2110063
02.09.2014 12:46:00,016;12900475;2110063
02.09.2014 12:46:00,527;12900487;2110063
02.09.2014 12:46:01,043;12900881;2109000
02.09.2014 12:46:01,551;12901100;2068267
02.09.2014 12:46:02,055;12900956;2042947
02.09.2014 12:46:02,557;12900975;2036970
02.09.2014 12:46:03,073;12901100;2031069
02.09.2014 12:46:03,568;12901112;2000087
02.09.2014 12:46:04,080;12900750;1999965
02.09.2014 12:46:04,588;12900900;2000011
02.09.2014 12:46:05,099;12901131;2000000
02.09.2014 12:46:05,610;12900768;2000000
02.09.2014 12:46:06,108;12900700;2000000
02.09.2014 12:46:06,616;12900968;2000000
02.09.2014 12:46:07,129;12900706;2000000
02.09.2014 12:46:07,638;12900981;2000000
02.09.2014 12:46:08,150;12900987;2000000
02.09.2014 12:46:08,648;12900568;2000000
02.09.2014 12:46:09,157;12901081;2000000
02.09.2014 12:46:09,659;12901000;2000000
02.09.2014 12:46:10,160;12901100;2000000
02.09.2014 12:46:10,660;12900906;2000000
02.09.2014 12:46:11,178;12901093;2000000
02.09.2014 12:46:11,686;12900881;2000000
02.09.2014 12:46:12,198;12900693;2000000
02.09.2014 12:46:12,704;12901206;2000000
02.09.2014 12:46:13,213;12901012;2000000
02.09.2014 12:46:13,710;12900993;2000000
02.09.2014 12:46:14,230;12901206;2000000
02.09.2014 12:46:14,718;12900768;2000000
02.09.2014 12:46:15,230;12900975;2000000
02.09.2014 12:46:15,738;12901018;2000000
02.09.2014 12:46:16,257;12900906;2000000
02.09.2014 12:46:16,754;12900893;2000000
02.09.2014 12:46:17,266;12900731;2000000
02.09.2014 12:46:17,779;12901000;2000000
02.09.2014 12:46:18,285;12900831;2000000
02.09.2014 12:46:18,789;12900693;2000000
02.09.2014 12:46:19,290;12900987;2000000
02.09.2014 12:46:19,798;12901225;2000000
02.09.2014 12:46:20,301;12901000;2000000
02.09.2014 12:46:20,807;12900856;2000000
02.09.2014 12:46:21,325;12900887;2000000
02.09.2014 12:46:21,821;12900781;2000000
02.09.2014 12:46:22,334;12900912;2000000
02.09.2014 12:46:22,832;12900950;2000000
02.09.2014 12:46:23,352;12901000;2000000
02.09.2014 12:46:23,859;12901012;2000000
02.09.2014 12:46:24,360;12900900;2000000
02.09.2014 12:46:24,890;12901368;2000000
02.09.2014 12:46:25,379;12901031;2000000
02.09.2014 12:46:25,889;12901200;2000000
02.09.2014 12:46:26,398;12901106;2000000
02.09.2014 12:46:26,915;12900793;2000000
02.09.2014 12:46:27,400;12900681;2000000
02.09.2014 12:46:27,930;12900893;2000000
02.09.2014 12:46:28,425;12900893;2000000
02.09.2014 12:46:28,938;12901000;2000000
02.09.2014 12:46:29,434;12900893;2000000
02.09.2014 12:46:29,954;12901106;2000000
02.09.2014 12:46:30,443;12900887;2000000
02.09.2014 12:46:30,963;12901137;2000000
02.09.2014 12:46:31,460;12901068;2000000
02.09.2014 12:46:31,973;12900775;2000000
02.09.2014 12:46:32,470;12900987;2000000
02.09.2014 12:46:32,998;12901000;2000000
02.09.2014 12:46:33,495;12901143;2000000
02.09.2014 12:46:34,008;12901062;2000000
02.09.2014 12:46:34,504;12901100;2000000
02.09.2014 12:46:35,022;12901100;2000000
02.09.2014 12:46:35,519;12901118;2000000
02.09.2014 12:46:36,031;12900993;2000000
02.09.2014 12:46:36,538;12901006;2000000
02.09.2014 12:46:37,039;12900900;2000000
02.09.2014 12:46:37,548;12901100;2000000
02.09.2014 12:46:38,067;12901075;2000000
02.09.2014 12:46:38,563;12900925;2000000
02.09.2014 12:46:39,075;12901131;2000000
02.09.2014 12:46:39,571;12900987;2000000
02.09.2014 12:46:40,091;12900787;2000000
02.09.2014 12:46:40,582;12901143;2000000
02.09.2014 12:46:41,098;12900956;2000000
02.09.2014 12:46:41,606;12900668;2000000
02.09.2014 12:46:42,112;12900587;2000000
02.09.2014 12:46:42,615;12901337;2000000
02.09.2014 12:46:43,130;12901037;2000000
02.09.2014 12:46:43,637;12901137;2000000
02.09.2014 12:46:44,138;12900787;2000000
02.09.2014 12:46:44,650;12900581;2000000
02.09.2014 12:46:45,166;12901012;2000000
02.09.2014 12:46:45,662;12900793;2000000
02.09.2014 12:46:46,176;12901100;2000000
02.09.2014 12:46:46,672;12901037;2000000
02.09.2014 12:46:47,184;12900887;2000000
02.09.2014 12:46:47,680;12900987;2000000
02.09.2014 12:46:48,209;12901025;2000000
02.09.2014 12:46:48,704;12901006;2000000
02.09.2014 12:46:49,216;12901100;2000000
02.09.2014 12:46:49,713;12900875;2000000
02.09.2014 12:46:50,230;12900918;2000000
02.09.2014 12:46:50,725;12901000;2000000
02.09.2014 12:46:51,239;12901162;2000000
02.09.2014 12:46:51,749;12900900;2000000
02.09.2014 12:46:52,252;12900993;2000000
02.09.2014 12:46:52,759;12900906;2000000
02.09.2014 12:46:53,276;12900981;2000000
02.09.2014 12:46:53,773;12901037;2000000
02.09.2014 12:46:54,285;12900656;2000000
02.09.2014 12:46:54,782;12901006;2000000
02.09.2014 12:46:55,300;12900875;2000000
02.09.2014 12:46:55,812;12900900;2000000
02.09.2014 12:46:56,320;12901093;2000000
02.09.2014 12:46:56,823;12901112;2000000
02.09.2014 12:46:57,335;12900993;2000000
02.09.2014 12:46:57,850;12901100;2000000
02.09.2014 12:46:58,349;12900906;2000000
02.09.2014 12:46:58,854;12901318;2000000
02.09.2014 12:46:59,369;12901143;2000000
02.09.2014 12:46:59,880;12900912;2000000
02.09.2014 12:47:00,377;12901056;2000000
02.09.2014 12:47:00,889;12900993;2000000
02.09.2014 12:47:01,387;12900850;2000000
02.09.2014 12:47:01,923;12900737;2000000
02.09.2014 12:47:02,395;12900768;2000000
02.09.2014 12:47:02,912;12900768;2000000
02.09.2014 12:47:03,418;12901225;2000000
02.09.2014 12:47:03,957;12900893;2000000
02.09.2014 12:47:04,428;12901093;2000000
02.09.2014 12:47:04,983;12900837;2000000
02.09.2014 12:47:05,442;12900906;2000000
02.09.2014 12:47:05,990;12900893;2000000
02.09.2014 12:47:06,452;12901131;2000000
02.09.2014 12:47:07,004;12900906;2000000
02.09.2014 12:47:07,477;12900812;2000000
02.09.2014 12:47:07,978;12901187;2000000
02.09.2014 12:47:08,488;12900881;2000000
02.09.2014 12:47:08,999;12901043;2000000
02.09.2014 12:47:09,502;12900787;2000000
02.09.2014 12:47:10,017;12900637;2000000
02.09.2014 12:47:10,512;12901218;2000000
02.09.2014 12:47:11,024;12900987;2000000
02.09.2014 12:47:11,521;12900900;2000000
02.09.2014 12:47:12,037;12900693;2000000
02.09.2014 12:47:12,530;12901162;2000000
02.09.2014 12:47:13,060;12900793;2000000
02.09.2014 12:47:13,555;12900843;2000000
02.09.2014 12:47:14,058;12901018;2000000
02.09.2014 12:47:14,568;12901087;2000000
02.09.2014 12:47:15,078;12901000;2000000
02.09.2014 12:47:15,586;12900800;2000000
02.09.2014 12:47:16,098;12900887;2000000
02.09.2014 12:47:16,598;12900968;2000000
02.09.2014 12:47:17,107;12900768;2000000
02.09.2014 12:47:17,608;12901100;2000000
02.09.2014 12:47:18,120;12900881;2000000
02.09.2014 12:47:18,628;12900718;2000000
02.09.2014 12:47:19,130;12901318;2000000
02.09.2014 12:47:19,648;12901181;2000000
02.09.2014 12:47:20,156;12900693;2000000
02.09.2014 12:47:20,653;12900993;2000000
02.09.2014 12:47:21,165;12901118;2000000
02.09.2014 12:47:21,662;12900781;2000000
02.09.2014 12:47:22,174;12901287;2000000
02.09.2014 12:47:22,670;12900987;2000000
02.09.2014 12:47:23,198;12900900;2000000
02.09.2014 12:47:23,694;12900793;2000000
02.09.2014 12:47:24,207;12900787;2000000
02.09.2014 12:47:24,703;12900793;2000000
02.09.2014 12:47:25,221;12900543;2000000
02.09.2014 12:47:25,729;12901012;2000000
02.09.2014 12:47:26,229;12901006;2000000
02.09.2014 12:47:26,751;12901106;2000000
02.09.2014 12:47:27,238;12900887;2000000
02.09.2014 12:47:27,759;12901100;2000000
02.09.2014 12:47:28,266;12900893;2000000
02.09.2014 12:47:28,768;12901000;2000000
02.09.2014 12:47:29,275;12901137;2000000
02.09.2014 12:47:29,794;12901287;2000000
02.09.2014 12:47:30,292;12901000;2000000
02.09.2014 12:47:30,807;12901506;2000000
02.09.2014 12:47:31,310;12901212;2000000
02.09.2014 12:47:31,824;12900900;2000000
02.09.2014 12:47:32,318;12901093;2000000
02.09.2014 12:47:32,832;12900918;2000000
02.09.2014 12:47:33,328;12901100;2000000
02.09.2014 12:47:33,841;12900943;2000000
02.09.2014 12:47:34,349;12900556;2000000
02.09.2014 12:47:34,867;12900831;2000000
02.09.2014 12:47:35,364;12901225;2000000
02.09.2014 12:47:35,877;12901106;2000000
02.09.2014 12:47:36,374;12900481;2000000
02.09.2014 12:47:36,893;12901000;2000000
02.09.2014 12:47:37,384;12901200;2000000
02.09.2014 12:47:37,900;12900875;2000000
02.09.2014 12:47:38,406;12901450;2000000
02.09.2014 12:47:38,908;12901112;2000000
02.09.2014 12:47:39,420;12900431;2000000
02.09.2014 12:47:39,933;12900900;2000000
02.09.2014 12:47:40,428;12900868;2000000
02.09.2014 12:47:40,943;12900800;2000000
02.09.2014 12:47:41,450;12901118;2000000
02.09.2014 12:47:41,968;12900850;2000000
02.09.2014 12:47:42,459;12900900;2000000
02.09.2014 12:47:42,976;12901106;2000000
02.09.2014 12:47:43,473;12901206;2000000
02.09.2014 12:47:43,985;12900837;2000000
02.09.2014 12:47:44,481;12901100;2000000
02.09.2014 12:47:45,011;12901025;2000000
02.09.2014 12:47:45,507;12901000;2000000
02.09.2014 12:47:46,017;12900925;2000000
02.09.2014 12:47:46,508;12900900;2000000
02.09.2014 12:47:47,041;12901037;2000000
02.09.2014 12:47:47,521;12900787;2000000
02.09.2014 12:47:48,038;12900806;2000000
02.09.2014 12:47:48,548;12901106;2000000
02.09.2014 12:47:49,060;12900912;2000000
02.09.2014 12:47:49,560;12900925;2000000
02.09.2014 12:47:50,073;12900831;2000000
02.09.2014 12:47:50,571;12901000;2000000
02.09.2014 12:47:51,094;12901237;2000000
02.09.2014 12:47:51,581;12900893;2000000
02.09.2014 12:47:52,099;12901118;2000000
02.09.2014 12:47:52,590;12901000;2000000
02.09.2014 12:47:53,118;12901100;2000000
02.09.2014 12:47:53,615;12901100;2000000
02.09.2014 12:47:54,127;12900900;2000000
02.09.2014 12:47:54,624;12900900;2000000
02.09.2014 12:47:55,142;12900562;2000000
02.09.2014 12:47:55,638;12901200;2000000
02.09.2014 12:47:56,152;12900793;2000000
02.09.2014 12:47:56,663;12900906;2000000
02.09.2014 12:47:57,177;12901093;2000000
02.09.2014 12:47:57,668;12900975;2000000
02.09.2014 12:47:58,187;12900750;2000000
02.09.2014 12:47:58,690;12901218;2000000
02.09.2014 12:47:59,202;12900481;2000000
02.09.2014 12:47:59,715;12900656;2000000
02.09.2014 12:48:00,212;12901100;2000000
02.09.2014 12:48:00,724;12900793;2000000
02.09.2014 12:48:01,220;12901037;2000000
02.09.2014 12:48:01,750;12901100;2000000
02.09.2014 12:48:02,246;12900537;2000000
02.09.2014 12:48:02,752;12900793;2000000
02.09.2014 12:48:03,259;12900900;2000000
02.09.2014 12:48:03,766;12901075;2000000
02.09.2014 12:48:04,278;12900887;2000000
02.09.2014 12:48:04,780;12901012;2000000
02.09.2014 12:48:05,287;12900875;2000000
02.09.2014 12:48:05,790;12900675;2000000
02.09.2014 12:48:06,301;12901087;2000000
02.09.2014 12:48:06,815;12901225;2000000
02.09.2014 12:48:07,311;12900868;2000000
02.09.2014 12:48:07,823;12900800;2000000
02.09.2014 12:48:08,319;12900218;2000000
02.09.2014 12:48:08,834;12901350;2000000
02.09.2014 12:48:09,347;12901412;2000000
02.09.2014 12:48:09,859;12900887;2000000
02.09.2014 12:48:10,356;12901125;2000000
02.09.2014 12:48:10,868;12900893;2000000
02.09.2014 12:48:11,370;12901118;2000000
02.09.2014 12:48:11,924;12901006;2000000
02.09.2014 12:48:12,379;12901306;2000000
02.09.2014 12:48:12,892;12901025;2000000
02.09.2014 12:48:13,399;12901006;2000000
02.09.2014 12:48:13,900;12901125;2000000
02.09.2014 12:48:14,425;12901006;2000000
02.09.2014 12:48:14,925;12900931;2000000
02.09.2014 12:48:15,449;12900893;2000000
02.09.2014 12:48:15,933;12900587;2000000
02.09.2014 12:48:16,447;12901112;2000000
02.09.2014 12:48:16,960;12901225;2000000
02.09.2014 12:48:17,457;12900962;2000000
02.09.2014 12:48:17,957;12900812;2000000
02.09.2014 12:48:18,465;12901206;2000000
02.09.2014 12:48:18,971;12900818;2000000
02.09.2014 12:48:19,487;12900787;2000000
02.09.2014 12:48:19,999;12900887;2000000
02.09.2014 12:48:20,502;12900775;2000000
02.09.2014 12:48:21,007;12900993;2000000
02.09.2014 12:48:21,509;12901200;2000000
02.09.2014 12:48:22,022;12900987;2000000
02.09.2014 12:48:22,518;12900793;2000000
02.09.2014 12:48:23,030;12900818;2000000
02.09.2014 12:48:23,537;12900818;2000000
02.09.2014 12:48:24,038;12901000;2000000
02.09.2014 12:48:24,553;12900881;2000000
02.09.2014 12:48:25,066;12901112;2000000
02.09.2014 12:48:25,563;12900881;2000000
02.09.2014 12:48:26,075;12900737;2000000
02.09.2014 12:48:26,588;12901106;2000000
02.09.2014 12:48:27,099;12900806;2000000
02.09.2014 12:48:27,596;12900900;2000000
02.09.2014 12:48:28,107;12900643;2000000
02.09.2014 12:48:28,603;12901100;2000000
02.09.2014 12:48:29,117;12900781;2000000
02.09.2014 12:48:29,635;12901125;2000000
02.09.2014 12:48:30,130;12901200;2000000
02.09.2014 12:48:30,644;12900900;2000000
02.09.2014 12:48:31,138;12901106;2000000
02.09.2014 12:48:31,658;12900681;2000000
02.09.2014 12:48:32,164;12900881;2000000
02.09.2014 12:48:32,678;12900706;2000000
02.09.2014 12:48:33,175;12901100;2000000
02.09.2014 12:48:33,693;12901000;2000000
02.09.2014 12:48:34,183;12900881;2000000
02.09.2014 12:48:34,703;12900956;2000000
02.09.2014 12:48:35,201;12900906;2000000
02.09.2014 12:48:35,717;12900893;2000000
02.09.2014 12:48:36,212;12901125;2000000
02.09.2014 12:48:36,729;12901025;2000000
02.09.2014 12:48:37,239;12900968;2000000
02.09.2014 12:48:37,739;12901106;2000000
02.09.2014 12:48:38,248;12900875;2000000
02.09.2014 12:48:38,767;12900900;2000000
02.09.2014 12:48:39,256;12901200;2000000
02.09.2014 12:48:39,774;12900681;2000000
02.09.2014 12:48:40,269;12901212;2000000
02.09.2014 12:48:40,784;12900900;2000000
02.09.2014 12:48:41,290;12900875;2000000
02.09.2014 12:48:41,807;12900825;2000000
02.09.2014 12:48:42,302;12901212;2000000
02.09.2014 12:48:42,817;12901100;2000000
02.09.2014 12:48:43,314;12900787;2000000
02.09.2014 12:48:43,830;12900750;2000000
02.09.2014 12:48:44,321;12901212;2000000
02.09.2014 12:48:44,839;12901212;2000000
02.09.2014 12:48:45,348;12901212;2000000
02.09.2014 12:48:45,850;12900900;2000000
02.09.2014 12:48:46,357;12900568;2000000
02.09.2014 12:48:46,874;12900906;2000000
02.09.2014 12:48:47,373;12901012;2000000
02.09.2014 12:48:47,885;12900906;2000000
02.09.2014 12:48:48,381;12900900;2000000
02.09.2014 12:48:48,899;12900587;2000000
02.09.2014 12:48:49,397;12900693;2000000
02.09.2014 12:48:49,918;12901025;2000000
02.09.2014 12:48:50,415;12900681;2000000
02.09.2014 12:48:50,919;12900875;2000000
02.09.2014 12:48:51,428;12900987;2000000
02.09.2014 12:48:51,937;12900887;2000000
02.09.2014 12:48:52,447;12901000;2000000
02.09.2014 12:48:52,960;12900987;2000000
02.09.2014 12:48:53,456;12900562;2000000
02.09.2014 12:48:53,973;12900568;2000000
02.09.2014 12:48:54,464;12901000;2000000
02.09.2014 12:48:54,982;12901000;2000000
02.09.2014 12:48:55,478;12901056;2000000
02.09.2014 12:48:55,991;12900662;2000000
02.09.2014 12:48:56,498;12901000;2000000
02.09.2014 12:48:57,016;12901225;2000000
02.09.2014 12:48:57,513;12901000;2000000
02.09.2014 12:48:58,031;12901106;2000000
02.09.2014 12:48:58,522;12900793;2000000
02.09.2014 12:48:59,042;12900900;2000000
02.09.2014 12:48:59,530;12900706;2000000
02.09.2014 12:49:00,050;12901125;2000000
02.09.2014 12:49:00,563;12901131;2000000
02.09.2014 12:49:01,058;12901200;2000000
02.09.2014 12:49:01,588;12900956;2000000
02.09.2014 12:49:02,094;12901168;2000000
02.09.2014 12:49:02,617;12900743;2000000
02.09.2014 12:49:03,119;12900900;2000000
02.09.2014 12:49:03,637;12900987;2000000
02.09.2014 12:49:04,151;12900943;2000000
02.09.2014 12:49:04,663;12901000;2000000
02.09.2014 12:49:05,175;12900668;2000000
02.09.2014 12:49:05,677;12901037;2000000
02.09.2014 12:49:06,184;12901225;2000000
02.09.2014 12:49:06,680;12900900;2000000
02.09.2014 12:49:07,197;12900981;2000000
02.09.2014 12:49:07,699;12900900;2000000
02.09.2014 12:49:08,215;12900993;2000000
02.09.2014 12:49:08,711;12900681;2000000
02.09.2014 12:49:09,223;12901100;2000000
02.09.2014 12:49:09,737;12901200;2000000
02.09.2014 12:49:10,248;12901218;2000000
02.09.2014 12:49:10,744;12901006;2000000
02.09.2014 12:49:11,258;12900787;2000000
02.09.2014 12:49:11,754;12900856;2000000
02.09.2014 12:49:12,267;12901018;2000000
02.09.2014 12:49:12,774;12900793;2000000
02.09.2014 12:49:13,279;12900825;2000000
02.09.2014 12:49:13,787;12900875;2000000
02.09.2014 12:49:14,294;12900893;2000000
02.09.2014 12:49:14,807;12900818;2000000
02.09.2014 12:49:15,312;12900787;2000000
02.09.2014 12:49:15,808;12901006;2000000
02.09.2014 12:49:16,329;12901075;2000000
02.09.2014 12:49:16,827;12900787;2000000
02.09.2014 12:49:17,329;12901118;2000000
02.09.2014 12:49:17,843;12900900;2000000
02.09.2014 12:49:18,356;12901006;2000000
02.09.2014 12:49:18,851;12901037;2000000
02.09.2014 12:49:19,367;12901000;2000000
02.09.2014 12:49:19,867;12900987;2000000
02.09.2014 12:49:20,380;12900887;2000000
02.09.2014 12:49:20,897;12901218;2000000
02.09.2014 12:49:21,398;12901212;2000000
02.09.2014 12:49:21,913;12900650;2000000
02.09.2014 12:49:22,398;12900893;2000000
02.09.2014 12:49:22,917;12900937;2000000
02.09.2014 12:49:23,427;12900787;2000000
02.09.2014 12:49:23,940;12900900;2000000
02.09.2014 12:49:24,429;12901106;2000000
02.09.2014 12:49:24,961;12900993;2000000
02.09.2014 12:49:25,455;12901112;2000000
02.09.2014 12:49:25,986;12900887;2000000
02.09.2014 12:49:26,464;12901212;2000000
02.09.2014 12:49:26,977;12900800;2000000
02.09.2014 12:49:27,473;12900875;2000000
02.09.2014 12:49:27,967;12900918;2000000
02.09.2014 12:49:28,501;12900706;2000000
02.09.2014 12:49:28,992;12900925;2000000
02.09.2014 12:49:29,505;12900587;2000000
02.09.2014 12:49:30,000;12900875;2000000
02.09.2014 12:49:30,518;12900793;2000000
02.09.2014 12:49:31,030;12900962;2000000
02.09.2014 12:49:31,527;12901006;2000000
02.09.2014 12:49:32,057;12901206;2000000
02.09.2014 12:49:32,553;12900900;2000000
02.09.2014 12:49:33,065;12901256;2000000
02.09.2014 12:49:33,562;12900993;2000000
02.09.2014 12:49:34,074;12901206;2000000
02.09.2014 12:49:34,588;12900762;2000000
02.09.2014 12:49:35,096;12901087;2000000
02.09.2014 12:49:35,596;12900662;2000000
02.09.2014 12:49:36,098;12901006;2000000
02.09.2014 12:49:36,606;12900668;2000000
02.09.2014 12:49:37,124;12901237;2000000
02.09.2014 12:49:37,615;12901000;2000000
02.09.2014 12:49:38,133;12900800;2000000
02.09.2014 12:49:38,628;12901200;2000000
02.09.2014 12:49:39,146;12900562;2000000
02.09.2014 12:49:39,644;12901000;2000000
02.09.2014 12:49:40,163;12901200;2000000
02.09.2014 12:49:40,661;12900993;2000000
02.09.2014 12:49:41,174;12900993;2000000
02.09.2014 12:49:41,672;12900675;2000000
02.09.2014 12:49:42,192;12900781;2000000
02.09.2014 12:49:42,687;12901162;2000000
02.09.2014 12:49:43,204;12901106;2000000
02.09.2014 12:49:43,707;12900756;2000000
02.09.2014 12:49:44,211;12900856;2000000
02.09.2014 12:49:44,715;12901137;2000000
02.09.2014 12:49:45,232;12901106;2000000
02.09.2014 12:49:45,729;12901362;2000000
02.09.2014 12:49:46,244;12900693;2000000
02.09.2014 12:49:46,738;12901206;2000000
02.09.2014 12:49:47,256;12900781;2000000
02.09.2014 12:49:47,749;12900912;2000000
02.09.2014 12:49:48,277;12901100;2000000
02.09.2014 12:49:48,781;12900750;2000000
02.09.2014 12:49:49,286;12901000;2000000
02.09.2014 12:49:49,782;12900993;2000000
02.09.2014 12:49:50,299;12901418;2000000
02.09.2014 12:49:50,806;12900975;2000000
02.09.2014 12:49:51,308;12901318;2000000
02.09.2014 12:49:51,817;12901093;2000000
02.09.2014 12:49:52,335;12900893;2000000
02.09.2014 12:49:52,826;12901262;2000000
02.09.2014 12:49:53,345;12900987;2000000
02.09.2014 12:49:53,839;12900887;2000000
02.09.2014 12:49:54,353;12901025;2000000
02.09.2014 12:49:54,865;12901243;2000000
02.09.2014 12:49:55,368;12901350;2000000
02.09.2014 12:49:55,868;12901225;2000000
02.09.2014 12:49:56,392;12901200;2000000
02.09.2014 12:49:56,881;12900918;2000000
02.09.2014 12:49:57,399;12901100;2000000
02.09.2014 12:49:57,902;12901025;2000000
02.09.2014 12:49:58,407;12900656;2000000
02.09.2014 12:49:58,915;12900775;2000000
02.09.2014 12:49:59,426;12900787;2000000
02.09.2014 12:49:59,923;12900887;2000000
02.09.2014 12:50:00,443;12900906;2000000
02.09.2014 12:50:00,956;12901006;2000000
02.09.2014 12:50:01,474;12901312;2000000
02.09.2014 12:50:01,987;12901131;2000000
02.09.2014 12:50:02,506;12901312;2000000
02.09.2014 12:50:03,017;12901000;2000000
02.09.2014 12:50:03,539;12901206;2000000
02.09.2014 12:50:04,032;12900900;2000000
02.09.2014 12:50:04,546;12900962;2000000
02.09.2014 12:50:05,061;12901106;2000000
02.09.2014 12:50:05,556;12900681;2000000
02.09.2014 12:50:06,057;12900900;2000000
02.09.2014 12:50:06,571;12900800;2000000
02.09.2014 12:50:07,067;12900762;2000000
02.09.2014 12:50:07,582;12901100;2000000
